videoID,timeadjusted,originalsamples,adjustedsamples,start_time_analysiswindow,end_time_analysiswindow,perc_twopersonsdetected,average_com_movementp1,average_com_movementp2,smoothness_distancecom,SPARC_smoothness_distancecom,smoothness_distancecentroid,smoothness_xy_average_com_p1,smoothness_xy_average_com_p2,smoothness_xy_average_centroid_p1,smoothness_xy_average_centroid_p2,smoothness_p1_proximity,smoothness_p2_proximity
point_2_5_kam_5_chair,TRUE - Adjusted to start at + 15.0With a window length of: 100 seconds,22843,5001,15.0,115.0,0.9099067548045353,19.142525877065985,42.589366775851346,40.64894258243922,-1329.3760282675446,40.911073587154576,42.47519151966707,41.37723154848879,43.60936887891009,41.75052451482329,40.29623692340423,40.91833084392112
point_2_7_kam_5_chair,TRUE - Adjusted to start at + 23.0With a window length of: 100 seconds,26714,5001,23.0,123.0,0.8327468742981209,25.787847036052767,45.87844547523668,41.9236999125603,-1343.1297710478564,45.09082453125329,42.14896573948878,42.013881261176394,43.182044015345426,45.53955404460014,46.56439168976167,41.59389410168156
point_3_1_kam_5_chair,TRUE - Adjusted to start at + 16.2With a window length of: 100 seconds,26746,5001,16.2,116.2,0.8956105585882002,24.854773415462642,48.377511940358495,44.716308792906005,-1338.2126288761028,41.22441955614672,42.86880927131594,40.50479017182509,44.29024101394671,41.10157861680315,39.077043077165186,39.91888917866378
point_3_2_kam_5_chair,TRUE - Adjusted to start at + 13.2With a window length of: 100 seconds,14950,5001,13.2,113.2,0.9032775919732442,20.509508734597066,43.383783527067045,42.89968683690204,-1089.357677289497,46.717078770511804,42.70134003539379,42.51226470712895,42.40282205404576,44.429520658212056,41.913101401520876,44.00641066419272
point_3_3_kam_5_chair,TRUE - Adjusted to start at + 34.0With a window length of: 100 seconds,23212,5001,34.0,134.0,0.9251249353782526,18.317060122089746,36.81345706280927,42.727841417530755,-1229.1679886886502,43.59803374277636,40.89925823991252,46.72268309518412,44.12107949527879,45.168268623479484,42.31087268606165,45.28968912307643
point_3_4_kam_5_chair,TRUE - Adjusted to start at + 69.3With a window length of: 100 seconds,26250,5001,69.3,169.3,0.9197333333333333,22.60760562765292,38.10859245301713,45.23883192191811,-1211.5972139968592,47.310526554382164,43.18317030875035,42.078088347317816,46.55815553490761,45.99181118816972,41.50493209072411,42.59625888680943
point_3_5_kam_5_chair,TRUE - Adjusted to start at + 68.0With a window length of: 100 seconds,30940,5001,68.0,168.0,0.9117000646412411,23.763977634560035,45.472725521465144,42.17058051988671,-828.8697746183781,41.607439694598824,45.40073572987275,43.48077923853704,43.22050192158851,42.848424127016514,42.937145052032584,42.7554041494796
point_3_6_kam_5_chair,TRUE - Adjusted to start at + 24.0With a window length of: 100 seconds,22826,5001,24.0,124.0,0.937921668273022,21.44396345460149,36.30165762680046,43.205628975563734,-1042.7406154359494,41.319249476936726,44.59087217114006,45.49685418666306,43.72707441573363,41.63480389041942,44.73222762014408,41.99403096779796
point_3_7_kam_5_chair,TRUE - Adjusted to start at + 45.0With a window length of: 100 seconds,23229,5001,45.0,145.0,0.9325842696629213,22.73216609292859,35.91874762369697,40.80229990881794,-1330.8870432297183,43.66870371577283,43.08541470494153,40.62199396986982,42.573294188911134,44.48180215581357,44.45201851648197,40.24690345493284
point_4_1_kam_5_chair,TRUE - Adjusted to start at + 91.0With a window length of: 100 seconds,28234,5001,91.0,191.0,0.966671389105334,22.657161004303074,52.849551174240304,43.243905365494065,-1004.4644516902474,56.43680801241703,43.597354148634,43.42977421773787,42.03230849754513,47.93023534283403,41.544242037639656,41.848236978359324
