frame,person,keypoint,x,y
0,0,0,0.0,0.0
0,0,1,0.0,0.0
0,0,2,0.0,0.0
0,0,3,0.0,0.0
0,0,4,0.0,0.0
0,0,5,0.0,0.0
0,0,6,0.0,0.0
0,0,7,1554.67138671875,548.7632446289062
0,0,8,1400.8380126953125,389.926025390625
0,0,9,1334.011962890625,631.9439086914062
0,0,10,1283.3057861328125,447.4205017089844
0,0,11,1508.2347412109375,558.8490600585938
0,0,12,1392.6199951171875,487.1756286621094
0,0,13,1363.633056640625,743.1427001953125
0,0,14,1337.34326171875,655.7698974609375
0,0,15,0.0,0.0
0,0,16,0.0,0.0
0,1,0,0.0,0.0
0,1,1,0.0,0.0
0,1,2,0.0,0.0
0,1,3,0.0,0.0
0,1,4,0.0,0.0
0,1,5,338.79986572265625,269.6676940917969
0,1,6,395.2874450683594,526.7496948242188
0,1,7,471.1740417480469,269.8796081542969
0,1,8,520.4262084960938,617.013427734375
0,1,9,658.341064453125,339.6225280761719
0,1,10,702.1620483398438,497.4912414550781
0,1,11,198.40621948242188,388.50732421875
0,1,12,231.54327392578125,517.54150390625
0,1,13,517.8132934570312,443.1250305175781
0,1,14,569.600341796875,679.3988037109375
0,1,15,478.918701171875,559.3074340820312
0,1,16,526.2943115234375,637.395751953125
1,0,0,0.0,0.0
1,0,1,0.0,0.0
1,0,2,0.0,0.0
1,0,3,0.0,0.0
1,0,4,0.0,0.0
1,0,5,347.4437255859375,265.95867919921875
1,0,6,359.4945373535156,554.396728515625
1,0,7,522.6630249023438,281.1492919921875
1,0,8,548.4190673828125,627.7586059570312
1,0,9,684.5028686523438,358.5220642089844
1,0,10,712.8800659179688,507.5906066894531
1,0,11,267.57171630859375,368.4328308105469
1,0,12,268.6624755859375,516.6490478515625
1,0,13,596.597900390625,421.11334228515625
1,0,14,586.24755859375,686.2783203125
1,0,15,563.73583984375,525.6034545898438
1,0,16,556.2781982421875,624.24951171875
1,1,0,0.0,0.0
1,1,1,0.0,0.0
1,1,2,0.0,0.0
1,1,3,0.0,0.0
1,1,4,0.0,0.0
1,1,5,0.0,0.0
1,1,6,0.0,0.0
1,1,7,1575.45361328125,520.0938110351562
1,1,8,1405.5374755859375,346.7203369140625
1,1,9,1331.0548095703125,617.88232421875
1,1,10,1287.30126953125,410.86932373046875
1,1,11,1554.541259765625,527.0883178710938
1,1,12,1416.806640625,445.5745849609375
1,1,13,1340.2491455078125,742.148681640625
1,1,14,1298.88525390625,654.6004638671875
1,1,15,0.0,0.0
1,1,16,0.0,0.0
2,0,0,0.0,0.0
2,0,1,0.0,0.0
2,0,2,0.0,0.0
2,0,3,0.0,0.0
2,0,4,0.0,0.0
2,0,5,0.0,0.0
2,0,6,0.0,0.0
2,0,7,1582.4146728515625,537.8267211914062
2,0,8,1398.59765625,299.945068359375
2,0,9,1333.5179443359375,627.3663940429688
2,0,10,1272.1002197265625,393.3011474609375
2,0,11,1523.7943115234375,532.8338012695312
2,0,12,1384.640869140625,433.853759765625
2,0,13,1357.9853515625,760.6836547851562
2,0,14,1322.13037109375,624.535400390625
2,0,15,0.0,0.0
2,0,16,0.0,0.0
2,1,0,0.0,0.0
2,1,1,0.0,0.0
2,1,2,0.0,0.0
2,1,3,0.0,0.0
2,1,4,0.0,0.0
2,1,5,364.5982360839844,274.52972412109375
2,1,6,349.00396728515625,554.843994140625
2,1,7,525.985107421875,275.818359375
2,1,8,549.8519897460938,625.2625732421875
2,1,9,685.4295654296875,362.46844482421875
2,1,10,717.53125,512.5478515625
2,1,11,281.6112060546875,364.57452392578125
2,1,12,262.45733642578125,507.3826904296875
2,1,13,618.3950805664062,408.84747314453125
2,1,14,608.8681640625,656.2535400390625
2,1,15,539.1309204101562,538.6829833984375
2,1,16,533.4002075195312,641.3906860351562
