frame,person,keypoint,x,y
0,0,0,1216.543701171875,665.4625854492188
0,0,1,1243.6907958984375,701.4182739257812
0,0,2,0.0,0.0
0,0,3,1336.660400390625,818.0384521484375
0,0,4,0.0,0.0
0,0,5,1364.45458984375,920.6713256835938
0,0,6,1487.92138671875,577.048095703125
0,0,7,1001.5450439453125,900.747802734375
0,0,8,1119.494140625,461.756103515625
0,0,9,771.2488403320312,675.7847290039062
0,0,10,759.0277099609375,411.24334716796875
0,0,11,1412.667236328125,873.3385620117188
0,0,12,1493.015869140625,683.26611328125
0,0,13,0.0,0.0
0,0,14,0.0,0.0
0,0,15,0.0,0.0
0,0,16,0.0,0.0
0,1,0,309.0450744628906,483.9278869628906
0,1,1,0.0,0.0
0,1,2,284.0226745605469,515.7195434570312
0,1,3,0.0,0.0
0,1,4,241.88900756835938,560.9239501953125
0,1,5,240.47044372558594,347.2310791015625
0,1,6,238.91363525390625,592.2994995117188
0,1,7,314.0953369140625,281.673095703125
0,1,8,322.19549560546875,665.3441162109375
0,1,9,404.3152770996094,239.1497802734375
0,1,10,397.3070068359375,628.99755859375
0,1,11,439.88897705078125,408.7709655761719
0,1,12,436.04022216796875,544.4119262695312
0,1,13,547.718017578125,439.2095947265625
0,1,14,567.257568359375,595.354736328125
0,1,15,0.0,0.0
0,1,16,0.0,0.0
1,0,0,1214.4246826171875,668.9708862304688
1,0,1,1241.471435546875,703.8187866210938
1,0,2,0.0,0.0
1,0,3,1336.4595947265625,815.95166015625
1,0,4,0.0,0.0
1,0,5,1367.192626953125,915.971923828125
1,0,6,1489.595703125,575.9937133789062
1,0,7,1003.1456298828125,899.009033203125
1,0,8,1123.4034423828125,463.855224609375
1,0,9,768.89208984375,674.944580078125
1,0,10,760.0252075195312,409.12005615234375
1,0,11,1425.60205078125,865.8194580078125
1,0,12,1506.20751953125,676.5081787109375
1,0,13,0.0,0.0
1,0,14,0.0,0.0
1,0,15,0.0,0.0
1,0,16,0.0,0.0
1,1,0,311.6244812011719,480.7887268066406
1,1,1,0.0,0.0
1,1,2,288.3345031738281,514.254638671875
1,1,3,0.0,0.0
1,1,4,247.75341796875,564.1187744140625
1,1,5,244.31021118164062,346.74652099609375
1,1,6,248.79974365234375,585.4940185546875
1,1,7,321.9861145019531,278.4814453125
1,1,8,337.4877624511719,654.8030395507812
1,1,9,410.25079345703125,242.5806427001953
1,1,10,408.60009765625,619.9112548828125
1,1,11,457.181884765625,418.24566650390625
1,1,12,445.6143493652344,545.2523193359375
1,1,13,514.9943237304688,454.82891845703125
1,1,14,0.0,0.0
1,1,15,0.0,0.0
1,1,16,0.0,0.0
