frame,person,keypoint,x,y
0,0,0,0.0,0.0
0,0,1,0.0,0.0
0,0,2,0.0,0.0
0,0,3,0.0,0.0
0,0,4,95.70280456542969,561.82421875
0,0,5,71.9149169921875,345.71710205078125
0,0,6,65.11612701416016,634.026123046875
0,0,7,131.116455078125,319.19635009765625
0,0,8,137.93104553222656,743.94140625
0,0,9,212.54525756835938,348.323974609375
0,0,10,266.30072021484375,755.7698974609375
0,0,11,313.6781921386719,450.9414367675781
0,0,12,315.4486083984375,617.1334228515625
0,0,13,364.118408203125,382.14453125
0,0,14,396.9231262207031,613.9075927734375
0,0,15,0.0,0.0
0,0,16,0.0,0.0
0,1,0,1367.4375,698.7281494140625
0,1,1,0.0,0.0
0,1,2,0.0,0.0
0,1,3,1520.83837890625,840.4844970703125
0,1,4,0.0,0.0
0,1,5,1618.85400390625,942.3491821289062
0,1,6,1680.71435546875,530.9561767578125
0,1,7,1454.4051513671875,1007.07958984375
0,1,8,1528.59619140625,476.4092102050781
0,1,9,1219.3516845703125,764.8584594726562
0,1,10,1238.5718994140625,503.72589111328125
0,1,11,1603.898193359375,855.3321533203125
0,1,12,1654.265380859375,624.4420776367188
0,1,13,1056.94091796875,889.5228881835938
0,1,14,1156.5703125,529.852294921875
0,1,15,0.0,0.0
0,1,16,1080.047119140625,720.9107055664062
1,0,0,0.0,0.0
1,0,1,0.0,0.0
1,0,2,0.0,0.0
1,0,3,0.0,0.0
1,0,4,0.0,0.0
1,0,5,69.69813537597656,349.39410400390625
1,0,6,57.92922592163086,637.804931640625
1,0,7,133.21649169921875,325.44122314453125
1,0,8,136.16796875,744.015380859375
1,0,9,210.4600830078125,347.58135986328125
1,0,10,265.8699951171875,760.86376953125
1,0,11,324.70623779296875,462.5486755371094
1,0,12,324.1160888671875,628.8180541992188
1,0,13,392.54827880859375,414.93548583984375
1,0,14,428.84637451171875,637.91943359375
1,0,15,0.0,0.0
1,0,16,0.0,0.0
1,1,0,1367.73193359375,699.093994140625
1,1,1,0.0,0.0
1,1,2,0.0,0.0
1,1,3,1526.4697265625,839.525390625
1,1,4,0.0,0.0
1,1,5,1617.27099609375,946.1612548828125
1,1,6,1688.009765625,531.882568359375
1,1,7,1444.9571533203125,1007.7366943359375
1,1,8,1525.7728271484375,479.37847900390625
1,1,9,1221.0699462890625,766.2506103515625
1,1,10,1236.3330078125,502.5151062011719
1,1,11,1584.973388671875,857.5596313476562
1,1,12,1641.608642578125,627.0252685546875
1,1,13,1046.64990234375,894.096435546875
1,1,14,1152.5423583984375,538.7332153320312
1,1,15,0.0,0.0
1,1,16,1076.9244384765625,716.5807495117188
2,0,0,0.0,0.0
2,0,1,0.0,0.0
2,0,2,0.0,0.0
2,0,3,0.0,0.0
2,0,4,0.0,0.0
2,0,5,76.2506332397461,355.64215087890625
2,0,6,63.68023681640625,651.9925537109375
2,0,7,133.2759246826172,324.19012451171875
2,0,8,140.47720336914062,745.68798828125
2,0,9,210.3211669921875,347.70013427734375
2,0,10,261.1273193359375,761.384765625
2,0,11,324.6075134277344,463.69708251953125
2,0,12,322.4993591308594,632.991943359375
2,0,13,392.30047607421875,432.2029724121094
2,0,14,427.11602783203125,654.7783203125
2,0,15,0.0,0.0
2,0,16,0.0,0.0
2,1,0,1366.2362060546875,699.8909912109375
2,1,1,0.0,0.0
2,1,2,0.0,0.0
2,1,3,1528.4847412109375,839.068115234375
2,1,4,0.0,0.0
2,1,5,1618.594970703125,944.1009521484375
2,1,6,1689.46630859375,531.9947509765625
2,1,7,1447.0531005859375,1008.0364379882812
2,1,8,1525.9329833984375,479.54510498046875
2,1,9,1220.6817626953125,766.9530029296875
2,1,10,1236.599365234375,503.05828857421875
2,1,11,1579.016845703125,853.672119140625
2,1,12,1635.9005126953125,624.5751342773438
