Var1,Freq
0.019999999999996,2936
0.0199999999999996,1103
0.0199999999999998,4
0.0199999999999999,4
0.02,188
0.0200000000000005,96
0.0200000000000014,93
0.0200000000000031,992
0.0200000000000102,868
0.0399999999999991,1
0.0400000000000009,1
0.0599999999999987,1
0.0800000000000001,1
0.0999999999999996,1
36.02,1
