file,subject,session,tsN_before,tsN_after,tsN_diff,frameDiffRounded,frequency,framediffsN_raw,framediffsN_round
point_7_1_kam_5_chair_processed_data_layer2.csv,point_7,1,28788,7501,0,0.02,28781,18,5
point_7_1_kam_5_chair_processed_data_layer2.csv,point_7,1,28788,7501,0,0.04,3,18,5
point_7_1_kam_5_chair_processed_data_layer2.csv,point_7,1,28788,7501,0,0.06,1,18,5
point_7_1_kam_5_chair_processed_data_layer2.csv,point_7,1,28788,7501,0,0.08,1,18,5
point_7_1_kam_5_chair_processed_data_layer2.csv,point_7,1,28788,7501,0,0.1,1,18,5
point_7_2_kam_5_chair_processed_data_layer2.csv,point_7,2,23784,7501,0,0.02,23774,16,7
point_7_2_kam_5_chair_processed_data_layer2.csv,point_7,2,23784,7501,0,0.04,2,16,7
point_7_2_kam_5_chair_processed_data_layer2.csv,point_7,2,23784,7501,0,0.06,2,16,7
point_7_2_kam_5_chair_processed_data_layer2.csv,point_7,2,23784,7501,0,0.08,2,16,7
point_7_2_kam_5_chair_processed_data_layer2.csv,point_7,2,23784,7501,0,0.14,1,16,7
point_7_2_kam_5_chair_processed_data_layer2.csv,point_7,2,23784,7501,0,0.24,1,16,7
point_7_2_kam_5_chair_processed_data_layer2.csv,point_7,2,23784,7501,0,0.34,1,16,7
point_7_3_kam_5_chair_processed_data_layer2.csv,point_7,3,26700,7501,0,0.02,26699,12,1
point_7_4_kam_5_chair_processed_data_layer2.csv,point_7,4,35988,7501,0,0.02,35982,15,4
point_7_4_kam_5_chair_processed_data_layer2.csv,point_7,4,35988,7501,0,0.04,3,15,4
point_7_4_kam_5_chair_processed_data_layer2.csv,point_7,4,35988,7501,0,0.06,1,15,4
point_7_4_kam_5_chair_processed_data_layer2.csv,point_7,4,35988,7501,0,0.16,1,15,4
point_7_5_kam_5_chair_processed_data_layer2.csv,point_7,5,27341,7501,0,0.02,27338,14,3
point_7_5_kam_5_chair_processed_data_layer2.csv,point_7,5,27341,7501,0,0.04,1,14,3
point_7_5_kam_5_chair_processed_data_layer2.csv,point_7,5,27341,7501,0,0.08,1,14,3
point_7_6_kam_5_chair_processed_data_layer2.csv,point_7,6,31950,7501,0,0.02,31933,23,12
point_7_6_kam_5_chair_processed_data_layer2.csv,point_7,6,31950,7501,0,0.04,1,23,12
point_7_6_kam_5_chair_processed_data_layer2.csv,point_7,6,31950,7501,0,0.06,3,23,12
point_7_6_kam_5_chair_processed_data_layer2.csv,point_7,6,31950,7501,0,0.1,2,23,12
point_7_6_kam_5_chair_processed_data_layer2.csv,point_7,6,31950,7501,0,0.18,1,23,12
point_7_6_kam_5_chair_processed_data_layer2.csv,point_7,6,31950,7501,0,0.24,1,23,12
point_7_6_kam_5_chair_processed_data_layer2.csv,point_7,6,31950,7501,0,0.28,1,23,12
point_7_6_kam_5_chair_processed_data_layer2.csv,point_7,6,31950,7501,0,0.34,3,23,12
point_7_6_kam_5_chair_processed_data_layer2.csv,point_7,6,31950,7501,0,0.46,1,23,12
point_7_6_kam_5_chair_processed_data_layer2.csv,point_7,6,31950,7501,0,0.66,1,23,12
point_7_6_kam_5_chair_processed_data_layer2.csv,point_7,6,31950,7501,0,1,1,23,12
point_7_6_kam_5_chair_processed_data_layer2.csv,point_7,6,31950,7501,0,1.3,1,23,12
point_7_7_kam_5_chair_processed_data_layer2.csv,point_7,7,31696,7501,0,0.02,31687,19,6
point_7_7_kam_5_chair_processed_data_layer2.csv,point_7,7,31696,7501,0,0.04,3,19,6
point_7_7_kam_5_chair_processed_data_layer2.csv,point_7,7,31696,7501,0,0.06,2,19,6
point_7_7_kam_5_chair_processed_data_layer2.csv,point_7,7,31696,7501,0,0.1,1,19,6
point_7_7_kam_5_chair_processed_data_layer2.csv,point_7,7,31696,7501,0,0.2,1,19,6
point_7_7_kam_5_chair_processed_data_layer2.csv,point_7,7,31696,7501,0,0.36,1,19,6
