file,subject,session,tsN_before,tsN_after,tsN_diff,frameDiffRounded,frequency,framediffsN_raw,framediffsN_round
point_2_2_kam_5_chair_processed_data_layer2.csv,point_2,2,28003,7501,0,0.02,27999,12,4
point_2_2_kam_5_chair_processed_data_layer2.csv,point_2,2,28003,7501,0,0.04,1,12,4
point_2_2_kam_5_chair_processed_data_layer2.csv,point_2,2,28003,7501,0,0.06,1,12,4
point_2_2_kam_5_chair_processed_data_layer2.csv,point_2,2,28003,7501,0,0.14,1,12,4
point_2_3_kam_5_chair_processed_data_layer2.csv,point_2,3,35050,7501,0,0.02,35049,12,1
point_2_4_kam_5_chair_processed_data_layer2.csv,point_2,4,37537,7501,0,0.02,37529,17,4
point_2_4_kam_5_chair_processed_data_layer2.csv,point_2,4,37537,7501,0,0.04,4,17,4
point_2_4_kam_5_chair_processed_data_layer2.csv,point_2,4,37537,7501,0,0.06,2,17,4
point_2_4_kam_5_chair_processed_data_layer2.csv,point_2,4,37537,7501,0,0.12,1,17,4
point_2_5_kam_5_chair_processed_data_layer2.csv,point_2,5,22843,7501,0,0.02,22835,18,7
point_2_5_kam_5_chair_processed_data_layer2.csv,point_2,5,22843,7501,0,0.04,2,18,7
point_2_5_kam_5_chair_processed_data_layer2.csv,point_2,5,22843,7501,0,0.06,1,18,7
point_2_5_kam_5_chair_processed_data_layer2.csv,point_2,5,22843,7501,0,0.08,1,18,7
point_2_5_kam_5_chair_processed_data_layer2.csv,point_2,5,22843,7501,0,0.2,1,18,7
point_2_5_kam_5_chair_processed_data_layer2.csv,point_2,5,22843,7501,0,0.24,1,18,7
point_2_5_kam_5_chair_processed_data_layer2.csv,point_2,5,22843,7501,0,0.26,1,18,7
point_2_7_kam_5_chair_processed_data_layer2.csv,point_2,7,26714,7501,0,0.02,26705,15,6
point_2_7_kam_5_chair_processed_data_layer2.csv,point_2,7,26714,7501,0,0.04,4,15,6
point_2_7_kam_5_chair_processed_data_layer2.csv,point_2,7,26714,7501,0,0.06,1,15,6
point_2_7_kam_5_chair_processed_data_layer2.csv,point_2,7,26714,7501,0,0.08,1,15,6
point_2_7_kam_5_chair_processed_data_layer2.csv,point_2,7,26714,7501,0,0.14,1,15,6
point_2_7_kam_5_chair_processed_data_layer2.csv,point_2,7,26714,7501,0,0.24,1,15,6
