file,subject,session,tsN_before,tsN_after,tsN_diff,frameDiffRounded,frequency,framediffsN_raw,framediffsN_round
point_8_2_kam_5_chair_processed_data_layer2.csv,point_8,2,33878,7501,0,0.02,33866,17,5
point_8_2_kam_5_chair_processed_data_layer2.csv,point_8,2,33878,7501,0,0.04,8,17,5
point_8_2_kam_5_chair_processed_data_layer2.csv,point_8,2,33878,7501,0,0.08,1,17,5
point_8_2_kam_5_chair_processed_data_layer2.csv,point_8,2,33878,7501,0,0.1,1,17,5
point_8_2_kam_5_chair_processed_data_layer2.csv,point_8,2,33878,7501,0,0.16,1,17,5
point_8_3_kam_5_chair_processed_data_layer2.csv,point_8,3,29661,7501,0,0.02,29643,23,11
point_8_3_kam_5_chair_processed_data_layer2.csv,point_8,3,29661,7501,0,0.04,7,23,11
point_8_3_kam_5_chair_processed_data_layer2.csv,point_8,3,29661,7501,0,0.06,1,23,11
point_8_3_kam_5_chair_processed_data_layer2.csv,point_8,3,29661,7501,0,0.08,2,23,11
point_8_3_kam_5_chair_processed_data_layer2.csv,point_8,3,29661,7501,0,0.12,1,23,11
point_8_3_kam_5_chair_processed_data_layer2.csv,point_8,3,29661,7501,0,0.16,1,23,11
point_8_3_kam_5_chair_processed_data_layer2.csv,point_8,3,29661,7501,0,0.18,1,23,11
point_8_3_kam_5_chair_processed_data_layer2.csv,point_8,3,29661,7501,0,0.36,1,23,11
point_8_3_kam_5_chair_processed_data_layer2.csv,point_8,3,29661,7501,0,0.42,1,23,11
point_8_3_kam_5_chair_processed_data_layer2.csv,point_8,3,29661,7501,0,1.12,1,23,11
point_8_3_kam_5_chair_processed_data_layer2.csv,point_8,3,29661,7501,0,1.24,1,23,11
point_8_4_kam_5_chair_processed_data_layer2.csv,point_8,4,25750,7501,0,0.02,25749,12,1
point_8_5_kam_5_chair_processed_data_layer2.csv,point_8,5,29623,7501,0,0.02,29613,15,5
point_8_5_kam_5_chair_processed_data_layer2.csv,point_8,5,29623,7501,0,0.04,3,15,5
point_8_5_kam_5_chair_processed_data_layer2.csv,point_8,5,29623,7501,0,0.06,1,15,5
point_8_5_kam_5_chair_processed_data_layer2.csv,point_8,5,29623,7501,0,0.08,1,15,5
point_8_5_kam_5_chair_processed_data_layer2.csv,point_8,5,29623,7501,0,0.12,4,15,5
point_8_6_kam_5_chair_processed_data_layer2.csv,point_8,6,31500,7501,0,0.02,31499,12,1
point_8_7_kam_5_chair_processed_data_layer2.csv,point_8,7,43059,7501,0,0.02,43027,28,11
point_8_7_kam_5_chair_processed_data_layer2.csv,point_8,7,43059,7501,0,0.04,10,28,11
point_8_7_kam_5_chair_processed_data_layer2.csv,point_8,7,43059,7501,0,0.06,9,28,11
point_8_7_kam_5_chair_processed_data_layer2.csv,point_8,7,43059,7501,0,0.08,3,28,11
point_8_7_kam_5_chair_processed_data_layer2.csv,point_8,7,43059,7501,0,0.1,1,28,11
point_8_7_kam_5_chair_processed_data_layer2.csv,point_8,7,43059,7501,0,0.14,3,28,11
point_8_7_kam_5_chair_processed_data_layer2.csv,point_8,7,43059,7501,0,0.2,1,28,11
point_8_7_kam_5_chair_processed_data_layer2.csv,point_8,7,43059,7501,0,0.28,1,28,11
point_8_7_kam_5_chair_processed_data_layer2.csv,point_8,7,43059,7501,0,0.74,1,28,11
point_8_7_kam_5_chair_processed_data_layer2.csv,point_8,7,43059,7501,0,0.9,1,28,11
point_8_7_kam_5_chair_processed_data_layer2.csv,point_8,7,43059,7501,0,2.56,1,28,11
