time,p1_com_approach_pos,p2_com_approach_pos,p1_com_diff,p2_com_diff
10.1,-217.316641025542,1469.34881497941,0,0
10.12,-212.18154340639,1480.26970206956,5.13509761915196,10.9208870901552
10.14,-198.059395211953,1474.94517247714,14.1221481944363,-5.32452959242005
10.16,-192.532391592812,1478.8718299394,5.5270036191416,3.92665746225339
10.18,-190.931550741031,1482.26436328935,1.60084085178133,3.39253334994828
10.2,-182.321547686454,1483.84988734854,8.61000305457614,1.58552405919409
10.22,-173.042009858051,1484.08342274024,9.27953782840316,0.233535391704891
10.24,-159.088592309876,1483.56410308801,13.9534175481755,-0.519319652235254
10.26,-142.815304791106,1483.14721004827,16.2732875187699,-0.416893039739989
10.28,-127.158149120348,1483.60988210647,15.657155670758,0.462672058197313
10.3,-114.469140831587,1483.86017918011,12.6890082887612,0.25029707364456
10.32,-103.215496994956,1496.54571453726,11.2536438366311,12.6855353571505
10.34,-88.3118937596563,1495.96131120133,14.9036032352992,-0.58440333593262
10.36,-105.35982636949,1485.6828846491,-17.0479326098334,-10.2784265522264
10.38,-117.61774590089,1454.85091570255,-12.2579195314001,-30.8319689465563
10.4,-121.768901162671,1432.87951107584,-4.15115526178118,-21.9714046267093
10.42,-131.584466535213,1418.83922580267,-9.81556537254178,-14.0402852731684
10.44,-128.789761036916,1412.31416080543,2.79470549829674,-6.52506499723563
10.46,-127.900060566672,1414.89780757115,0.889700470244478,2.58364676571273
10.48,-123.898648952409,1438.70907466787,4.00141161426279,23.811267096728
10.5,-123.515841529641,1444.74211889113,0.382807422767485,6.03304422325709
10.52,-133.854779424171,1494.21494707004,-10.3389378945298,49.4728281789103
10.54,-146.632544933655,1462.4960942236,-12.777765509484,-31.7188528464426
10.56,-157.255260536738,1430.64792356616,-10.6227156030827,-31.8481706574385
10.58,-164.78646449116,1396.62281919803,-7.53120395442261,-34.025104368129
10.6,-165.30694654023,1384.67432132245,-0.520482049069244,-11.9484978755779
10.62,-164.304491123758,1383.67521564923,1.00245541647143,-0.99910567322604
10.64,-160.199127043778,1392.96693028285,4.10536407998029,9.29171463362218
10.66,-162.063346342406,1413.84608699716,-1.86421929862829,20.8791567143142
10.68,-165.902184268347,1444.70033506692,-3.8388379259404,30.8542480697577
10.7,-187.365956529418,1456.97065742221,-21.4637722610715,12.2703223552917
10.72,-197.562082230349,1487.71355458811,-10.1961257009312,30.7428971658967
10.74,-199.958565403659,1469.75418871593,-2.39648317330941,-17.9593658721753
10.76,-180.003741617064,1437.94762305006,19.9548237865942,-31.8065656658705
10.78,-164.970909783063,1415.4628684601,15.0328318340019,-22.4847545899597
10.8,-138.044534116989,1397.13817580703,26.9263756660735,-18.324692653071
10.82,-114.80461919348,1398.34103704212,23.2399149235095,1.20286123508822
10.84,-83.8770763543971,1378.65739457555,30.9275428390825,-19.6836424665721
10.86,-70.5766220947425,1369.32628200516,13.3004542596546,-9.33111257038854
10.88,-85.8357610154023,1372.11954129682,-15.2591389206598,2.79325929166362
10.9,-104.106784407798,1382.63425084855,-18.2710233923954,10.5147095517259
10.92,-106.101697200622,1398.44617979294,-1.99491279282444,15.8119289443882
10.94,-117.987111487082,1442.74541311481,-11.8854142864602,44.2992333218685
10.96,-116.753741291086,1444.60027335464,1.23337019599606,1.85486023982844
10.98,-109.947613582011,1426.33485272321,6.8061277090753,-18.2654206314207
11,-95.3227882666647,1364.59939988642,14.6248253153463,-61.7354528367953
11.02,-74.764235904243,1294.59562890759,20.5585523624217,-70.0037709788246
11.04,-47.6920393488964,1201.62155575036,27.0721965553467,-92.9740731572342
11.06,-39.0370244341565,1175.99173185828,8.65501491473989,-25.6298238920836
11.08,-52.5684181306425,1127.1485182723,-13.531393696486,-48.8432135859778
11.1,-56.1670021357478,1105.14747014669,-3.59858400510525,-22.001048125614
11.12,-62.1759345438578,1138.69123391875,-6.00893240811008,33.5437637720697
11.14,-65.9125214700942,1167.0914699205,-3.73658692623638,28.4002360017471
11.16,-69.1766533769766,1199.8277920881,-3.2641319068824,32.7363221676008
11.18,-69.6286088322897,1201.06797229296,-0.451955455313069,1.24018020485255
11.2,-68.8873473777156,1191.84164599903,0.741261454574115,-9.22632629392569
11.22,-66.0240008418347,1185.1296220639,2.86334653588088,-6.71202393513249
11.24,-62.3292580550512,1194.80250665372,3.69474278678355,9.67288458981966
11.26,-60.701927456644,1259.79416265375,1.62733059840713,64.9916560000306
11.28,-67.493560606887,1308.08434076824,-6.79163315024294,48.290178114494
11.3,-70.0423602933564,1345.81421162903,-2.54879968646942,37.729870860793
11.32,-73.6528192647141,1431.68017874425,-3.61045897135776,85.8659671152182
11.34,-73.2306092814267,1453.97731340404,0.422209983287459,22.2971346597922
11.36,-74.3811976554581,1529.83154721779,-1.15058837403143,75.8542338137475
11.38,-75.4756844817308,1598.29860120472,-1.09448682627271,68.467053986923
11.4,-75.667900672062,1608.60715814462,-0.192216190331138,10.30855693991
11.42,-74.9100354161646,1598.03085083731,0.757865255897372,-10.576307307316
11.44,-74.6204468545888,1595.47915331285,0.289588561575769,-2.55169752445499
11.46,-65.6292115801564,1603.67026713489,8.99123527443243,8.191113822033
11.48,-77.6977593166625,1622.4527932695,-12.0685477365061,18.7825261346152
11.5,-85.8136497536815,1568.69339065322,-8.11589043701902,-53.7594026162817
11.52,-92.3163816817734,1557.10914819531,-6.50273192809193,-11.5842424579121
11.54,-96.527161933983,1538.38397186484,-4.21078025220953,-18.7251763304735
11.56,-98.6241587733023,1568.73083108397,-2.09699683931936,30.3468592191327
11.58,-97.9222179079584,1587.43608864103,0.701940865343886,18.7052575570633
11.6,-93.2374059017427,1576.70897157126,4.68481200621578,-10.727117069772
11.62,-86.0444623273082,1595.56289443521,7.19294357443442,18.8539228639481
11.64,-76.6485532053916,1624.99978413875,9.39590912191662,29.4368897035388
11.66,-65.0696448533198,1649.50197280356,11.5789083520718,24.502188664811
11.68,-73.7026760555273,1675.36289479147,-8.63303120220749,25.8609219879131
11.7,-71.8612863132247,1653.29796199371,1.8413897423026,-22.064932797764
11.72,-70.9095138740792,1647.11406898608,0.951772439145472,-6.18389300762237
11.74,-71.6379981809619,1653.32136182076,-0.728484306882706,6.20729283467244
11.76,-71.6838766260204,1672.00952353992,-0.0458784450584773,18.6881617191659
11.78,-71.0903817368225,1684.17851441489,0.593494889197913,12.1689908749634
11.8,-69.6265454743764,1689.87469639735,1.46383626244602,5.6961819824603
11.82,-68.2935791332008,1681.60633314393,1.33296634117562,-8.26836325341151
11.84,-67.5378669982274,1675.23274534922,0.75571213497345,-6.37358779471288
11.86,-66.6926902127213,1668.94138055944,0.845176785506112,-6.29136478978512
11.88,-65.2332427279257,1661.73021477917,1.4594474847956,-7.21116578026681
11.9,-64.2243638573669,1651.18252127763,1.0088788705588,-10.5476935015345
11.92,-64.8741866450276,1661.93887140349,-0.649822787660781,10.7563501258544
11.94,-65.9882529692189,1671.60616108324,-1.11406632419127,9.66728967975246
11.96,-66.3077782091783,1681.50516658008,-0.319525239959376,9.89900549683625
11.98,-66.0182747390735,1676.59717388109,0.289503470104833,-4.90799269898889
12,-64.6364387115913,1661.19407356968,1.38183602748219,-15.4031003114089
12.02,-64.52146013475,1635.17734313461,0.114978576841295,-26.0167304350719
12.04,-64.1316199290236,1616.77736666743,0.389840205726358,-18.3999764671798
12.06,-63.8285180895089,1600.43223605796,0.30310183951471,-16.3451306094698
12.08,-63.2412358219678,1587.83952770813,0.587282267541106,-12.5927083498254
12.1,-63.1510236336301,1583.85719191125,0.0902121883376736,-3.98233579687985
12.12,-62.9679191014644,1588.1142478697,0.183104532165757,4.25705595844715
12.14,-52.6230736775753,1585.30369756566,10.3448454238891,-2.81055030403763
12.16,-65.2093780081005,1585.24255838429,-12.5863043305252,-0.0611391813724822
12.18,-74.6632908747988,1586.02629857845,-9.4539128666983,0.78374019415719
12.2,-80.9608913873103,1585.61626139641,-6.29760051251145,-0.410037182040469
12.22,-86.5837698021699,1585.21701172137,-5.62287841485968,-0.39924967504021
12.24,-88.6360724918387,1585.38516023973,-2.05230268966878,0.168148518361932
12.26,-79.2333755107394,1584.89087131935,9.40269698109928,-0.494288920379859
12.28,-88.1064266260331,1586.00495677166,-8.87305111529369,1.1140854523137
12.3,-91.7098937456886,1588.50110090897,-3.60346711965548,2.49614413730342
12.32,-88.634355371747,1589.55396999638,3.07553837394161,1.05286908741004
12.34,-72.8445594661131,1590.32751669021,15.7897959056339,0.77354669383476
12.36,-88.0674743221796,1592.39554948811,-15.2229148560665,2.06803279790233
12.38,-97.6137220006392,1593.28256854231,-9.54624767845964,0.887019054193161
12.4,-110.091719390887,1594.13614377104,-12.4779973902479,0.853575228734826
12.42,-124.443109377442,1595.10901057255,-14.3513899865545,0.972866801505688
12.44,-132.388593315976,1595.66239191472,-7.9454839385341,0.553381342170042
12.46,-142.461154381705,1596.34911410837,-10.0725610657288,0.68672219364953
12.48,-179.600208168835,1598.90781562101,-37.1390537871307,2.55870151264844
12.5,-193.10030997426,1599.80084431033,-13.5001018054248,0.893028689312814
12.52,-200.085471482249,1600.5070498042,-6.98516150798866,0.706205493872858
12.54,-199.708652445572,1601.13828423454,0.376819036676949,0.631234430336917
12.56,-208.662652932273,1601.73538797178,-8.9540004867016,0.597103737241696
12.58,-216.245321972475,1602.2119517388,-7.58266904020215,0.476563767016387
12.6,-222.47747478777,1607.94729710198,-6.2321528152948,5.73534536318311
12.62,-230.350902131261,1607.09863817442,-7.87342734349093,-0.848658927554197
12.64,-223.283695539207,1594.4980135059,7.06720659205388,-12.6006246685238
12.66,-228.379127292781,1590.60427789147,-5.09543175357337,-3.89373561442608
12.68,-230.568968952821,1582.92193249627,-2.18984166003992,-7.68234539520313
12.7,-213.200285883591,1566.71084801928,17.3686830692294,-16.2110844769904
12.72,-208.367932242336,1557.4224461877,4.83235364125486,-9.28840183158172
12.74,-202.581851674761,1554.43431672311,5.786080567575,-2.98812946458838
12.76,-191.855690064169,1557.88560229341,10.7261616105926,3.45128557029625
12.78,-192.638309108089,1567.80482039887,-0.782619043920136,9.91921810545887
12.8,-189.602672058702,1583.61857389372,3.03563704938699,15.8137534948537
12.82,-194.369351617226,1592.50306772866,-4.76667955852412,8.88449383493571
12.84,-194.651139305602,1595.29294840334,-0.281787688376085,2.78988067468777
12.86,-206.721555639091,1607.00260704729,-12.0704163334892,11.7096586439427
12.88,-213.275481575475,1608.33507460345,-6.55392593638416,1.33246755616892
12.9,-218.004879356368,1607.54649393016,-4.72939778089312,-0.78858067329702
12.92,-231.006199783241,1605.27837326522,-13.001320426873,-2.26812066493812
12.94,-236.171564763972,1597.27452855314,-5.1653649807304,-8.00384471208372
12.96,-236.23235057414,1585.47625361464,-0.0607858101677152,-11.7982749384964
12.98,-246.947645897933,1572.47891128249,-10.7152953237932,-12.9973423321478
13,-241.33114939582,1558.47954202448,5.61649650211263,-13.9993692580103
13.02,-235.820151787927,1545.22703416204,5.51099760789319,-13.2525078624444
13.04,-226.383802822184,1527.65771465573,9.4363489657425,-17.5693195063041
13.06,-215.929300595964,1522.22126959426,10.4545022262204,-5.43644506147098
13.08,-205.746153660031,1527.9734366459,10.1831469359326,5.75216705163598
13.1,-196.764480167974,1543.28950653088,8.98167349205733,15.3160698849847
13.12,-189.127856280361,1555.13085539999,7.6366238876127,11.8413488691094
13.14,-188.936209745115,1573.62563405657,0.191646535246321,18.4947786565799
