time,p1_com_approach_pos,p2_com_approach_pos,p1_com_diff,p2_com_diff
20.5,150.969104086212,-149.150023138256,0,0
20.52,151.267035293066,-145.60868132207,0.297931206854315,3.54134181618574
20.54,154.756799936076,-133.255641611857,3.4897646430093,12.3530397102133
20.56,156.825175234914,-124.918795904852,2.0683752988387,8.33684570700521
20.58,151.630059691237,-143.547811953927,-5.19511554367773,-18.6290160490748
20.6,142.457121679766,-175.588284739729,-9.17293801147079,-32.0404727858021
20.62,138.764448547492,-195.522850278239,-3.69267313227434,-19.93456553851
20.64,136.230829331317,-197.024403352175,-2.53361921617488,-1.50155307393666
20.66,134.670823975422,-175.477613099544,-1.56000535589519,21.5467902526317
20.68,135.253753263728,-160.423098160019,0.582929288306957,15.0545149395245
20.7,139.224991639223,-130.6980248063,3.97123837549441,29.7250733537192
20.72,146.833655508398,-102.325524041475,7.60866386917513,28.3725007648252
20.74,153.499703108867,-72.7389122771098,6.66604760046911,29.586611764365
20.76,160.057854276146,-63.7298723740007,6.55815116727905,9.00903990310904
20.78,158.667128506604,-89.9385833194873,-1.39072576954186,-26.2087109454866
20.8,153.259392976877,-137.599739910354,-5.40773552972757,-47.6611565908668
20.82,151.789067470799,-184.043871079205,-1.47032550607767,-46.444131168851
20.84,149.557062829434,-223.542994322115,-2.2320046413648,-39.4991232429097
20.86,143.173368651939,-264.255490602943,-6.3836941774951,-40.7124962808286
20.88,141.220335167624,-300.855109772165,-1.953033484315,-36.5996191692213
20.9,142.11652651217,-309.484651535203,0.896191344545798,-8.62954176303811
20.92,141.393537419683,-320.324399184475,-0.722989092487296,-10.8397476492722
20.94,142.632843341974,-315.352919451127,1.23930592229183,4.97147973334819
20.96,144.498156505822,-314.970575938358,1.86531316384799,0.382343512769126
20.98,142.380956914543,-316.660376184789,-2.11719959127907,-1.68980024643139
21,143.916473080421,-308.411600185417,1.53551616587802,8.24877599937224
21.02,138.799469799514,-320.786917952632,-5.11700328090768,-12.3753177672148
21.04,133.92989153276,-333.160952180451,-4.86957826675376,-12.3740342278196
21.06,131.497959988285,-342.916363031311,-2.43193154447513,-9.75541085085985
21.08,130.526367267403,-353.227296949834,-0.971592720882285,-10.3109339185227
21.1,138.985653940536,-346.280970768087,8.45928667313393,6.94632618174643
21.12,140.749465667586,-351.256891682617,1.76381172704984,-4.97592091452924
21.14,153.274384550623,-338.59372555376,12.5249188830364,12.6631661288564
21.16,155.266412670252,-338.855844996282,1.99202811962877,-0.262119442522305
21.18,159.959773964611,-331.631203844043,4.69336129435962,7.22464115223971
21.2,165.764965370862,-317.220608492186,5.80519140625111,14.4105953518572
21.22,166.612636055104,-311.624014187792,0.847670684241507,5.59659430439336
