file,subject,session,tsN_before,tsN_after,tsN_diff,frameDiffRounded,frequency,framediffsN_raw,framediffsN_round
point_13_1_kam_5_chair_processed_data_layer2.csv,point_13,1,26552,7501,0,0.02,26542,17,8
point_13_1_kam_5_chair_processed_data_layer2.csv,point_13,1,26552,7501,0,0.04,1,17,8
point_13_1_kam_5_chair_processed_data_layer2.csv,point_13,1,26552,7501,0,0.06,3,17,8
point_13_1_kam_5_chair_processed_data_layer2.csv,point_13,1,26552,7501,0,0.2,1,17,8
point_13_1_kam_5_chair_processed_data_layer2.csv,point_13,1,26552,7501,0,0.38,1,17,8
point_13_1_kam_5_chair_processed_data_layer2.csv,point_13,1,26552,7501,0,0.9,1,17,8
point_13_1_kam_5_chair_processed_data_layer2.csv,point_13,1,26552,7501,0,1.8,1,17,8
point_13_1_kam_5_chair_processed_data_layer2.csv,point_13,1,26552,7501,0,2.26,1,17,8
point_13_2_kam_5_chair_processed_data_layer2.csv,point_13,2,30508,7501,0,0.02,30495,21,6
point_13_2_kam_5_chair_processed_data_layer2.csv,point_13,2,30508,7501,0,0.04,5,21,6
point_13_2_kam_5_chair_processed_data_layer2.csv,point_13,2,30508,7501,0,0.06,1,21,6
point_13_2_kam_5_chair_processed_data_layer2.csv,point_13,2,30508,7501,0,0.08,3,21,6
point_13_2_kam_5_chair_processed_data_layer2.csv,point_13,2,30508,7501,0,0.1,2,21,6
point_13_2_kam_5_chair_processed_data_layer2.csv,point_13,2,30508,7501,0,0.38,1,21,6
point_13_3_kam_5_chair_processed_data_layer2.csv,point_13,3,26427,7501,0,0.02,26418,19,6
point_13_3_kam_5_chair_processed_data_layer2.csv,point_13,3,26427,7501,0,0.04,2,19,6
point_13_3_kam_5_chair_processed_data_layer2.csv,point_13,3,26427,7501,0,0.06,3,19,6
point_13_3_kam_5_chair_processed_data_layer2.csv,point_13,3,26427,7501,0,0.1,1,19,6
point_13_3_kam_5_chair_processed_data_layer2.csv,point_13,3,26427,7501,0,0.12,1,19,6
point_13_3_kam_5_chair_processed_data_layer2.csv,point_13,3,26427,7501,0,0.14,1,19,6
point_13_4_kam_5_chair_processed_data_layer2.csv,point_13,4,30296,7501,0,0.02,30274,20,7
point_13_4_kam_5_chair_processed_data_layer2.csv,point_13,4,30296,7501,0,0.04,13,20,7
point_13_4_kam_5_chair_processed_data_layer2.csv,point_13,4,30296,7501,0,0.06,2,20,7
point_13_4_kam_5_chair_processed_data_layer2.csv,point_13,4,30296,7501,0,0.08,1,20,7
point_13_4_kam_5_chair_processed_data_layer2.csv,point_13,4,30296,7501,0,0.1,2,20,7
point_13_4_kam_5_chair_processed_data_layer2.csv,point_13,4,30296,7501,0,0.12,2,20,7
point_13_4_kam_5_chair_processed_data_layer2.csv,point_13,4,30296,7501,0,0.34,1,20,7
point_13_5_kam_5_chair_processed_data_layer2.csv,point_13,5,24691,7494,7,0.02,24686,14,3
point_13_5_kam_5_chair_processed_data_layer2.csv,point_13,5,24691,7494,7,0.04,3,14,3
point_13_5_kam_5_chair_processed_data_layer2.csv,point_13,5,24691,7494,7,0.12,1,14,3
point_13_6_kam_5_chair_processed_data_layer2.csv,point_13,6,23500,7501,0,0.02,23499,11,1
point_13_7_kam_5_chair_processed_data_layer2.csv,point_13,7,31550,7501,0,0.02,31549,12,1
