file,subject,session,tsN_before,tsN_after,tsN_diff,frameDiffRounded,frequency,framediffsN_raw,framediffsN_round
point_6_1_kam_5_chair_processed_data_layer2.csv,point_6,1,20196,7501,0,0.02,20186,16,5
point_6_1_kam_5_chair_processed_data_layer2.csv,point_6,1,20196,7501,0,0.04,5,16,5
point_6_1_kam_5_chair_processed_data_layer2.csv,point_6,1,20196,7501,0,0.06,2,16,5
point_6_1_kam_5_chair_processed_data_layer2.csv,point_6,1,20196,7501,0,0.1,1,16,5
point_6_1_kam_5_chair_processed_data_layer2.csv,point_6,1,20196,7501,0,0.56,1,16,5
point_6_2_kam_5_chair_processed_data_layer2.csv,point_6,2,33254,7501,0,0.02,33249,13,4
point_6_2_kam_5_chair_processed_data_layer2.csv,point_6,2,33254,7501,0,0.04,1,13,4
point_6_2_kam_5_chair_processed_data_layer2.csv,point_6,2,33254,7501,0,0.08,2,13,4
point_6_2_kam_5_chair_processed_data_layer2.csv,point_6,2,33254,7501,0,0.4,1,13,4
point_6_3_kam_5_chair_processed_data_layer2.csv,point_6,3,29511,7501,0,0.02,29500,17,5
point_6_3_kam_5_chair_processed_data_layer2.csv,point_6,3,29511,7501,0,0.04,6,17,5
point_6_3_kam_5_chair_processed_data_layer2.csv,point_6,3,29511,7501,0,0.06,2,17,5
point_6_3_kam_5_chair_processed_data_layer2.csv,point_6,3,29511,7501,0,0.08,1,17,5
point_6_3_kam_5_chair_processed_data_layer2.csv,point_6,3,29511,7501,0,0.24,1,17,5
point_6_4_kam_5_chair_processed_data_layer2.csv,point_6,4,37775,7501,0,0.02,37770,15,4
point_6_4_kam_5_chair_processed_data_layer2.csv,point_6,4,37775,7501,0,0.04,2,15,4
point_6_4_kam_5_chair_processed_data_layer2.csv,point_6,4,37775,7501,0,0.06,1,15,4
point_6_4_kam_5_chair_processed_data_layer2.csv,point_6,4,37775,7501,0,0.44,1,15,4
point_6_5_kam_5_chair_processed_data_layer2.csv,point_6,5,29067,7501,0,0.02,29057,18,6
point_6_5_kam_5_chair_processed_data_layer2.csv,point_6,5,29067,7501,0,0.04,5,18,6
point_6_5_kam_5_chair_processed_data_layer2.csv,point_6,5,29067,7501,0,0.06,1,18,6
point_6_5_kam_5_chair_processed_data_layer2.csv,point_6,5,29067,7501,0,0.08,1,18,6
point_6_5_kam_5_chair_processed_data_layer2.csv,point_6,5,29067,7501,0,0.16,1,18,6
point_6_5_kam_5_chair_processed_data_layer2.csv,point_6,5,29067,7501,0,0.34,1,18,6
point_6_6_kam_5_chair_processed_data_layer2.csv,point_6,6,25500,7501,0,0.02,25499,11,1
point_6_7_kam_5_chair_processed_data_layer2.csv,point_6,7,21218,7501,0,0.02,21212,14,4
point_6_7_kam_5_chair_processed_data_layer2.csv,point_6,7,21218,7501,0,0.04,3,14,4
point_6_7_kam_5_chair_processed_data_layer2.csv,point_6,7,21218,7501,0,0.42,1,14,4
point_6_7_kam_5_chair_processed_data_layer2.csv,point_6,7,21218,7501,0,4.2,1,14,4
