file,subject,session,tsN_before,tsN_after,tsN_diff,frameDiffRounded,frequency,framediffsN_raw,framediffsN_round
point_4_1_kam_5_chair_processed_data_layer2.csv,point_4,1,28234,7501,0,0.02,28230,11,3
point_4_1_kam_5_chair_processed_data_layer2.csv,point_4,1,28234,7501,0,0.04,2,11,3
point_4_1_kam_5_chair_processed_data_layer2.csv,point_4,1,28234,7501,0,0.34,1,11,3
point_4_2_kam_5_chair_processed_data_layer2.csv,point_4,2,17113,7501,0,0.02,17098,19,11
point_4_2_kam_5_chair_processed_data_layer2.csv,point_4,2,17113,7501,0,0.04,3,19,11
point_4_2_kam_5_chair_processed_data_layer2.csv,point_4,2,17113,7501,0,0.06,2,19,11
point_4_2_kam_5_chair_processed_data_layer2.csv,point_4,2,17113,7501,0,0.12,1,19,11
point_4_2_kam_5_chair_processed_data_layer2.csv,point_4,2,17113,7501,0,0.18,1,19,11
point_4_2_kam_5_chair_processed_data_layer2.csv,point_4,2,17113,7501,0,0.26,1,19,11
point_4_2_kam_5_chair_processed_data_layer2.csv,point_4,2,17113,7501,0,0.3,1,19,11
point_4_2_kam_5_chair_processed_data_layer2.csv,point_4,2,17113,7501,0,0.36,2,19,11
point_4_2_kam_5_chair_processed_data_layer2.csv,point_4,2,17113,7501,0,0.48,1,19,11
point_4_2_kam_5_chair_processed_data_layer2.csv,point_4,2,17113,7501,0,0.54,1,19,11
point_4_2_kam_5_chair_processed_data_layer2.csv,point_4,2,17113,7501,0,0.6,1,19,11
point_4_3_kam_5_chair_processed_data_layer2.csv,point_4,3,27922,7501,0,0.02,27907,18,8
point_4_3_kam_5_chair_processed_data_layer2.csv,point_4,3,27922,7501,0,0.04,6,18,8
point_4_3_kam_5_chair_processed_data_layer2.csv,point_4,3,27922,7501,0,0.06,3,18,8
point_4_3_kam_5_chair_processed_data_layer2.csv,point_4,3,27922,7501,0,0.14,1,18,8
point_4_3_kam_5_chair_processed_data_layer2.csv,point_4,3,27922,7501,0,0.16,1,18,8
point_4_3_kam_5_chair_processed_data_layer2.csv,point_4,3,27922,7501,0,0.26,1,18,8
point_4_3_kam_5_chair_processed_data_layer2.csv,point_4,3,27922,7501,0,0.28,1,18,8
point_4_3_kam_5_chair_processed_data_layer2.csv,point_4,3,27922,7501,0,13.66,1,18,8
point_4_4_kam_5_chair_processed_data_layer2.csv,point_4,4,28840,7501,0,0.02,28835,15,5
point_4_4_kam_5_chair_processed_data_layer2.csv,point_4,4,28840,7501,0,0.04,1,15,5
point_4_4_kam_5_chair_processed_data_layer2.csv,point_4,4,28840,7501,0,0.1,1,15,5
point_4_4_kam_5_chair_processed_data_layer2.csv,point_4,4,28840,7501,0,0.16,1,15,5
point_4_4_kam_5_chair_processed_data_layer2.csv,point_4,4,28840,7501,0,0.26,1,15,5
point_4_5_kam_5_chair_processed_data_layer2.csv,point_4,5,24470,7501,0,0.02,24465,13,3
point_4_5_kam_5_chair_processed_data_layer2.csv,point_4,5,24470,7501,0,0.04,3,13,3
point_4_5_kam_5_chair_processed_data_layer2.csv,point_4,5,24470,7501,0,0.1,1,13,3
point_4_6_kam_5_chair_processed_data_layer2.csv,point_4,6,27956,7501,0,0.02,27926,29,14
point_4_6_kam_5_chair_processed_data_layer2.csv,point_4,6,27956,7501,0,0.04,8,29,14
point_4_6_kam_5_chair_processed_data_layer2.csv,point_4,6,27956,7501,0,0.06,4,29,14
point_4_6_kam_5_chair_processed_data_layer2.csv,point_4,6,27956,7501,0,0.08,2,29,14
point_4_6_kam_5_chair_processed_data_layer2.csv,point_4,6,27956,7501,0,0.1,4,29,14
point_4_6_kam_5_chair_processed_data_layer2.csv,point_4,6,27956,7501,0,0.12,1,29,14
point_4_6_kam_5_chair_processed_data_layer2.csv,point_4,6,27956,7501,0,0.18,1,29,14
point_4_6_kam_5_chair_processed_data_layer2.csv,point_4,6,27956,7501,0,0.22,1,29,14
point_4_6_kam_5_chair_processed_data_layer2.csv,point_4,6,27956,7501,0,0.26,1,29,14
point_4_6_kam_5_chair_processed_data_layer2.csv,point_4,6,27956,7501,0,0.28,2,29,14
point_4_6_kam_5_chair_processed_data_layer2.csv,point_4,6,27956,7501,0,0.36,1,29,14
point_4_6_kam_5_chair_processed_data_layer2.csv,point_4,6,27956,7501,0,0.38,1,29,14
point_4_6_kam_5_chair_processed_data_layer2.csv,point_4,6,27956,7501,0,0.4,2,29,14
point_4_6_kam_5_chair_processed_data_layer2.csv,point_4,6,27956,7501,0,0.88,1,29,14
point_4_7_kam_5_chair_processed_data_layer2.csv,point_4,7,31617,7501,0,0.02,31608,18,7
point_4_7_kam_5_chair_processed_data_layer2.csv,point_4,7,31617,7501,0,0.04,2,18,7
point_4_7_kam_5_chair_processed_data_layer2.csv,point_4,7,31617,7501,0,0.06,2,18,7
point_4_7_kam_5_chair_processed_data_layer2.csv,point_4,7,31617,7501,0,0.1,1,18,7
point_4_7_kam_5_chair_processed_data_layer2.csv,point_4,7,31617,7501,0,0.12,1,18,7
point_4_7_kam_5_chair_processed_data_layer2.csv,point_4,7,31617,7501,0,0.14,1,18,7
point_4_7_kam_5_chair_processed_data_layer2.csv,point_4,7,31617,7501,0,0.26,1,18,7
