time,p1_com_approach_pos,p2_com_approach_pos,p1_com_diff,p2_com_diff
23.58,246.320067998181,-134.9869800637,0,0
23.6,229.081169195743,-137.683280290811,-17.2388988024372,-2.6963002271107
23.62,219.79483117872,-139.126857772525,-9.2863380170235,-1.44357748171441
23.64,207.90390786213,-138.623559769462,-11.8909233165904,0.50329800306352
23.66,206.804314861216,-132.66237352581,-1.09959300091356,5.96118624365212
23.68,214.962932038198,-131.900430382448,8.15861717698232,0.761943143361719
23.7,207.954187657199,-122.397139305176,-7.00874438099879,9.50329107727183
23.72,209.498217599295,-124.850467374996,1.5440299420959,-2.4533280698198
23.74,219.31161753854,-124.034329082243,9.81339993924408,0.816138292752967
23.76,208.736348119745,-123.515826894442,-10.5752694187946,0.518502187800962
23.78,199.67713528389,-128.432426509242,-9.05921283585485,-4.91659961479991
23.8,198.338800811035,-127.083608594358,-1.33833447285483,1.34881791488407
23.82,210.866511430006,-123.76648540385,12.5277106189704,3.31712319050776
23.84,208.961707034528,-121.319431302345,-1.9048043954773,2.44705410150561
23.86,199.827360423085,-107.557569982643,-9.13434661144365,13.7618613197018
23.88,197.479381441235,-102.037846008687,-2.34797898184974,5.51972397395609
23.9,178.878892318406,-92.0300085513569,-18.6004891228289,10.0078374573298
23.92,176.700362704362,-93.9323485255874,-2.17852961404361,-1.90233997423047
23.94,179.507236116942,-95.8343270212429,2.80687341257988,-1.90197849565553
23.96,189.602002641196,-96.3007958236946,10.0947665242537,-0.466468802451672
23.98,201.065523192357,-104.170968467471,11.4635205511611,-7.87017264377653
24,226.693126325038,-108.09675257747,25.627603132681,-3.92578410999863
24.02,254.187702495072,-109.658773507939,27.4945761700334,-1.5620209304692
24.04,258.179669722604,-112.704094261094,3.99196722753226,-3.04532075315497
24.06,251.656444328513,-110.264606787207,-6.52322539409033,2.43948747388737
24.08,256.643699520235,-111.841652887044,4.98725519172115,-1.5770460998376
24.1,254.183894295928,-112.94093777644,-2.45980522430614,-1.09928488939552
24.12,253.264264288422,-114.921797804616,-0.919630007506186,-1.98086002817662
24.14,255.850627961332,-110.628525555206,2.5863636729097,4.29327224940988
24.16,260.317200038093,-105.558667967304,4.46657207676083,5.06985758790286
24.18,261.558239449256,-106.139041816545,1.24103941116357,-0.580373849241582
24.2,266.230313629342,-104.542059441978,4.67207418008599,1.59698237456759
24.22,272.18778178223,-101.345546814165,5.95746815288771,3.19651262781245
24.24,273.786429607696,-105.278982017074,1.59864782546578,-3.9334352029085
24.26,267.705417187386,-118.807568189378,-6.08101242031023,-13.5285861723045
24.28,266.490597801179,-122.876139935242,-1.21481938620695,-4.06857174586439
24.3,269.429579100657,-115.927315979386,2.93898129947837,6.9488239558562
24.32,272.369225260087,-110.476128606731,2.93964615942986,5.45118737265544
24.34,274.747290760497,-106.398394892937,2.3780655004104,4.07773371379409
24.36,276.925346751702,-105.121611435471,2.17805599120464,1.27678345746594
24.38,276.597489450834,-111.116944975861,-0.32785730086772,-5.99533354038992
24.4,279.964944249106,-108.860560837484,3.36745479827181,2.25638413837643
24.42,280.430503573216,-116.476428093799,0.46555932410962,-7.61586725631476
24.44,280.686433042186,-126.649633429285,0.255929468970805,-10.1732053354864
24.46,276.010579851005,-135.344289324477,-4.67585319118098,-8.69465589519183
24.48,280.986271113418,-127.22241867054,4.97569126241217,8.12187065393708
24.5,289.528265763659,-109.348623032286,8.54199465024112,17.8737956382541
24.52,296.686632937883,-102.542441886556,7.15836717422445,6.80618114573051
24.54,288.783714628253,-111.371292301904,-7.90291830963014,-8.82885041534799
24.56,282.476278098311,-125.717060731245,-6.30743652994227,-14.3457684293413
24.58,278.246846133854,-133.265042141719,-4.22943196445726,-7.54798141047391
24.6,278.187159246393,-133.484121552097,-0.0596868874606571,-0.219079410377788
24.62,277.258247969148,-141.578894035966,-0.92891127724539,-8.09477248386975
24.64,278.285377897433,-151.492340565017,1.027129928286,-9.91344652905065
24.66,285.229162316001,-150.691705863362,6.94378441856759,0.800634701654616
24.68,292.35856900672,-153.275547336035,7.12940669071884,-2.58384147267228
24.7,306.580113879246,-139.04410557736,14.2215448725261,14.2314417586745
24.72,312.48854307315,-145.239821935826,5.9084291939036,-6.19571635846575
24.74,301.705111983882,-168.629043323994,-10.783431089268,-23.3892213881677
24.76,292.641363037006,-192.982174138413,-9.06374894687605,-24.3531308144192
24.78,282.859200826306,-212.476974542309,-9.78216221069977,-19.4948004038966
24.8,278.913497810872,-225.322492848945,-3.94570301543376,-12.8455183066355
24.82,277.810469160225,-232.666096376252,-1.10302865064756,-7.34360352730693
24.84,277.917380727926,-242.071307860983,0.106911567701275,-9.40521148473084
24.86,280.462394782614,-244.455575310273,2.54501405468807,-2.38426744929055
24.88,288.356323827829,-237.670675628491,7.89392904521469,6.78489968178215
24.9,303.447101439613,-211.851454951443,15.0907776117848,25.8192206770483
24.92,310.186357952148,-201.317556735826,6.73925651253427,10.533898215617
