file,subject,session,tsN_before,tsN_after,tsN_diff,frameDiffRounded,frequency,framediffsN_raw,framediffsN_round
point_5_1_kam_5_chair_processed_data_layer2.csv,point_5,1,23148,7501,0,0.02,23145,12,2
point_5_1_kam_5_chair_processed_data_layer2.csv,point_5,1,23148,7501,0,0.04,2,12,2
point_5_2_kam_5_chair_processed_data_layer2.csv,point_5,2,27842,7501,0,0.02,27841,12,1
point_5_3_kam_5_chair_processed_data_layer2.csv,point_5,3,23600,7501,0,0.02,23586,20,9
point_5_3_kam_5_chair_processed_data_layer2.csv,point_5,3,23600,7501,0,0.04,4,20,9
point_5_3_kam_5_chair_processed_data_layer2.csv,point_5,3,23600,7501,0,0.08,3,20,9
point_5_3_kam_5_chair_processed_data_layer2.csv,point_5,3,23600,7501,0,0.16,1,20,9
point_5_3_kam_5_chair_processed_data_layer2.csv,point_5,3,23600,7501,0,0.26,1,20,9
point_5_3_kam_5_chair_processed_data_layer2.csv,point_5,3,23600,7501,0,0.44,1,20,9
point_5_3_kam_5_chair_processed_data_layer2.csv,point_5,3,23600,7501,0,0.7,1,20,9
point_5_3_kam_5_chair_processed_data_layer2.csv,point_5,3,23600,7501,0,0.82,1,20,9
point_5_3_kam_5_chair_processed_data_layer2.csv,point_5,3,23600,7501,0,1.02,1,20,9
point_5_4_kam_5_chair_processed_data_layer2.csv,point_5,4,32744,7501,0,0.02,32739,16,3
point_5_4_kam_5_chair_processed_data_layer2.csv,point_5,4,32744,7501,0,0.04,2,16,3
point_5_4_kam_5_chair_processed_data_layer2.csv,point_5,4,32744,7501,0,0.06,2,16,3
point_5_5_kam_5_chair_processed_data_layer2.csv,point_5,5,18885,7501,0,0.02,18876,15,6
point_5_5_kam_5_chair_processed_data_layer2.csv,point_5,5,18885,7501,0,0.04,3,15,6
point_5_5_kam_5_chair_processed_data_layer2.csv,point_5,5,18885,7501,0,0.06,1,15,6
point_5_5_kam_5_chair_processed_data_layer2.csv,point_5,5,18885,7501,0,0.12,1,15,6
point_5_5_kam_5_chair_processed_data_layer2.csv,point_5,5,18885,7501,0,0.14,2,15,6
point_5_5_kam_5_chair_processed_data_layer2.csv,point_5,5,18885,7501,0,0.58,1,15,6
point_5_6_kam_5_chair_processed_data_layer2.csv,point_5,6,8291,7501,0,0.02,8246,28,13
point_5_6_kam_5_chair_processed_data_layer2.csv,point_5,6,8291,7501,0,0.04,21,28,13
point_5_6_kam_5_chair_processed_data_layer2.csv,point_5,6,8291,7501,0,0.06,6,28,13
point_5_6_kam_5_chair_processed_data_layer2.csv,point_5,6,8291,7501,0,0.08,5,28,13
point_5_6_kam_5_chair_processed_data_layer2.csv,point_5,6,8291,7501,0,0.1,1,28,13
point_5_6_kam_5_chair_processed_data_layer2.csv,point_5,6,8291,7501,0,0.12,2,28,13
point_5_6_kam_5_chair_processed_data_layer2.csv,point_5,6,8291,7501,0,0.14,2,28,13
point_5_6_kam_5_chair_processed_data_layer2.csv,point_5,6,8291,7501,0,0.18,1,28,13
point_5_6_kam_5_chair_processed_data_layer2.csv,point_5,6,8291,7501,0,0.22,1,28,13
point_5_6_kam_5_chair_processed_data_layer2.csv,point_5,6,8291,7501,0,0.32,1,28,13
point_5_6_kam_5_chair_processed_data_layer2.csv,point_5,6,8291,7501,0,0.34,1,28,13
point_5_6_kam_5_chair_processed_data_layer2.csv,point_5,6,8291,7501,0,0.4,1,28,13
point_5_6_kam_5_chair_processed_data_layer2.csv,point_5,6,8291,7501,0,0.42,2,28,13
point_5_7_kam_5_chair_processed_data_layer2.csv,point_5,7,21549,7501,0,0.02,21547,12,2
point_5_7_kam_5_chair_processed_data_layer2.csv,point_5,7,21549,7501,0,0.04,1,12,2
