time,x_min,x_max,com_x,y_min,y_max,com_y,centroid_x,centroid_y,distance,distance_com,shoulder_midpoint_p1_x,shoulder_midpoint_p1_y,shoulder_midpoint_p2_x,shoulder_midpoint_p2_y,distance_shoulder_midpoint,wrist_left_p1_x,wrist_left_p1_y,wrist_right_p1_x,wrist_right_p1_y,com_p1_x,com_p1_y,centroid_p1_x,centroid_p1_y,wrist_left_p2_x,wrist_left_p2_y,wrist_right_p2_x,wrist_right_p2_y,com_p2_x,com_p2_y,centroid_p2_x,centroid_p2_y,both_tracked,single_tracked,distance_smooth,wrist_left_p1_speed,wrist_left_p1_speed_smooth,wrist_right_p1_speed,wrist_right_p1_speed_smooth,wrist_left_p2_speed,wrist_left_p2_speed_smooth,wrist_right_p2_speed,wrist_right_p2_speed_smooth,p1_com_approach_pos,p2_com_approach_pos
0.0,583.8088989257812,822.1376953125,706.4052937825521,339.7325134277344,557.8746948242188,443.9424184163411,702.9732971191406,448.80360412597656,212.85247908439896,263.0511606317376,602.5114440917969,462.72845458984375,1375.1502075195312,395.7861785888672,775.5333178318837,669.601806640625,339.7325134277344,745.2382202148438,557.8746948242188,706.4052937825521,443.9424184163411,702.9732971191406,448.80360412597656,1299.931884765625,468.9903259277344,1289.4217529296875,297.65826416015625,911.9510726928711,279.78747367858887,711.8267211914062,236.1353302001953,True,False,209.53820180557392,0.0,0.34294077106745885,0.0,-0.5756857393593421,0.0,0.025524746683970503,0.0,0.03197702105162621,1.0518224208260272,8.968057032877335
0.03333333333333333,577.8630981445312,819.0667724609375,698.60205078125,342.8318786621094,556.656005859375,454.51908220563615,698.4649353027344,449.7439422607422,214.1503349961553,315.4760189817126,600.9104309082031,462.9659423828125,1375.2953491210938,396.0126953125,777.2739149417299,663.8448486328125,342.8318786621094,747.490478515625,556.656005859375,698.60205078125,454.51908220563615,698.4649353027344,449.7439422607422,1300.132568359375,469.8348083496094,1289.453125,297.5658569335937,972.7682291666666,298.44850463867186,711.864013671875,236.01319885253906,True,False,219.35131696142346,6.538243675465826,5.657109407741673,2.560833896696538,9.113456161953183,0.8680002682351432,0.8763213088716544,0.09758740859699142,0.05960790501904991,-12.420950079977082,29.171152391588052
0.06666666666666667,565.53369140625,812.7803955078125,689.3436715262277,346.3547058105469,579.2506103515625,457.01099940708707,689.1570434570312,462.8026580810547,227.6514052147258,324.4781112123549,588.4651489257812,468.5088653564453,1374.947509765625,396.6563415527344,789.7577407592642,655.8247680664062,346.3547058105469,741.4835205078125,579.2506103515625,689.3436715262277,457.01099940708707,689.1570434570312,462.8026580810547,1299.4874267578125,469.1204833984375,1289.5306396484375,297.491943359375,972.6389485677083,298.8028116861979,711.6580200195312,236.26597595214844,True,False,227.69825523861707,8.759680554073618,9.786418536242373,23.379471693475075,15.079392732758171,0.9625319848884655,1.3305336855807428,0.10710619578797242,0.131260841035407,-23.482995287769675,41.655007049413285
0.1,553.1807861328125,801.5067138671875,673.7764543805804,357.932373046875,580.68798828125,457.8881530761719,677.34375,469.3101806640625,235.64732234105173,338.62802145888776,571.7392883300781,466.58233642578125,1374.2716064453125,396.4581604003906,805.5901698026433,650.7757568359375,357.932373046875,715.3964233398438,580.68798828125,673.7764543805804,457.8881530761719,677.34375,469.3101806640625,1299.17138671875,466.44378662109375,1289.288330078125,297.2805480957031,972.587353515625,298.5740498860677,711.6275634765625,236.17013549804688,True,False,234.62569616494392,12.63071229347519,12.807675381979147,26.126666338509317,17.992354831859267,2.695289769975214,1.4731627694950258,0.3215616354105849,0.2296645618378087,-32.371837101794895,47.96399330860106
0.13333333333333333,553.2409057617188,799.3291625976562,676.5524466378348,364.5432739257813,578.6485595703125,457.41348702566967,676.2850341796875,471.5959167480469,238.14409133977384,336.01458309655476,574.7381896972656,463.43023681640625,1374.2880859375,396.5252380371094,802.3442624207063,658.6593627929688,369.0825805664063,719.6815185546875,578.6485595703125,676.5524466378348,457.41348702566967,676.2850341796875,471.5959167480469,1299.6153564453125,466.0566101074219,1288.885498046875,297.2772827148437,972.6627522786458,298.59130045572914,711.7230224609375,236.10333251953125,True,False,240.1803192681933,13.655708352712836,14.797687170361582,4.745662279100041,18.522573318060118,0.5890795963561195,1.3892094532982915,0.40284526572017465,0.3375478001633663,-39.32499942129588,49.64248347139941
0.16666666666666666,547.1063232421875,788.525634765625,663.8373500279018,365.4333801269531,593.6239013671875,465.5501926967076,667.8159790039062,479.5286407470703,247.28413042602665,351.05369234034265,565.9848327636719,470.0564727783203,1374.5690307617188,397.19818115234375,811.8600469975108,635.5010986328125,374.16998291015625,709.3056030273438,593.6239013671875,663.8373500279018,465.5501926967076,667.8159790039062,479.5286407470703,1298.8162841796875,466.037841796875,1289.1094970703125,297.3045654296875,972.7572998046875,298.7954040527344,711.6705932617188,236.16427612304688,True,False,244.40880407615504,23.710479993428432,15.833261126799309,18.218685050348846,17.3402790501644,0.7992926467645343,1.163674629674333,0.22565440175233045,0.4376392887491919,-44.58000614551587,48.234849840056484
0.2,543.9949951171875,772.594482421875,656.2048863002232,379.0584411621094,586.5908203125,469.0147051130022,658.2947387695312,482.8246307373047,252.454370578785,359.6624861369146,562.7754821777344,475.3212432861328,1374.7607421875,396.62603759765625,815.7898000535912,629.5826416015625,384.1236572265625,699.039306640625,586.5908203125,656.2048863002232,469.0147051130022,658.2947387695312,482.8246307373047,1299.563720703125,467.041259765625,1288.9234619140625,297.049560546875,972.9828694661459,298.69496663411456,711.9656982421875,236.141357421875,True,False,248.6696654711001,11.580318045193664,15.812109599863362,12.44431880906941,15.257036491797827,1.2512030117365895,0.8663847224699047,0.31565260908026527,0.47158149261486526,-48.94707491514864,44.676633060763294
0.23333333333333334,539.4996337890625,775.6053466796875,662.893048967634,376.6004638671875,576.3426513671875,467.1741943359375,657.552490234375,476.4715576171875,246.69510693599986,353.06564148328295,572.1396484375,471.0146789550781,1375.482177734375,397.6177978515625,806.6884910129958,627.2118530273438,376.6004638671875,718.2705688476562,576.3426513671875,662.893048967634,467.1741943359375,657.552490234375,476.4715576171875,1299.7930908203125,467.3582763671875,1289.5400390625,297.7465209960937,973.2587890625,298.8636047363281,712.0244140625,235.865478515625,True,False,248.94597775879075,7.887906996547961,14.837809372725532,21.791429801810985,12.10168965969706,0.3912929546067043,0.844286252733456,0.9305488959482148,0.4776074969987162,-51.72532647632972,48.636805141768264
0.26666666666666666,545.7764892578125,778.4808349609375,666.4014718191964,378.734130859375,574.3697509765625,467.0072544642857,662.128662109375,476.55194091796875,245.9025707780741,349.68137859292904,574.1840209960938,466.32708740234375,1374.9586791992188,397.6996154785156,803.7100118344847,641.5496826171875,386.391357421875,720.619140625,574.3697509765625,666.4014718191964,467.0072544642857,662.128662109375,476.55194091796875,1299.3990478515625,467.95220947265625,1289.13916015625,297.4417724609375,973.0286865234375,298.90961100260415,711.5181884765625,235.66036987304688,True,False,249.11161127301241,17.361882212093832,12.73598273354839,3.067266754728688,11.500464098662828,0.7127597035418506,0.6873856343702607,0.5035628730913765,0.4357565998584514,-52.968411462118645,47.797302816736064
0.3,535.771240234375,769.5106201171875,656.4110020228794,376.2156372070313,576.0771484375,465.52444893973217,652.6409301757812,476.1463928222656,247.8792231412766,358.18468267909446,565.7518920898438,463.36724853515625,1375.3444213867188,396.5192108154297,812.3476618051469,625.940185546875,378.15576171875,706.5109252929688,576.0771484375,656.4110020228794,465.52444893973217,652.6409301757812,476.1463928222656,1299.44970703125,467.28564453125,1288.8878173828125,297.3352355957031,973.2497802734375,298.4632161458333,711.626708984375,235.3876190185547,True,False,188.67977229751733,17.648836657792078,12.015005566662147,14.211155686452015,12.385704261742864,0.6684872277003712,0.7502056058530748,0.27298954817578974,0.39687855913382275,-25.61606151001213,7.177817989002442
