frame,person,keypoint,x,y
64,0,0,0.0,0.0
64,0,1,0.0,0.0
64,0,2,0.0,0.0
64,0,3,0.0,0.0
64,0,4,0.0,0.0
64,0,5,499.228271484375,374.50213623046875
64,0,6,498.75732421875,585.567626953125
64,0,7,574.0735473632812,420.59906005859375
64,0,8,599.8939208984375,650.5392456054688
64,0,9,691.1146240234375,445.6771240234375
64,0,10,692.5100708007812,546.0828247070312
64,0,11,354.6057434082031,418.6920166015625
64,0,12,0.0,0.0
64,0,13,0.0,0.0
64,0,14,0.0,0.0
64,0,15,0.0,0.0
64,0,16,0.0,0.0
64,1,0,0.0,0.0
64,1,1,0.0,0.0
64,1,2,0.0,0.0
64,1,3,0.0,0.0
64,1,4,0.0,0.0
64,1,5,1132.688232421875,566.4908447265625
64,1,6,1094.7708740234375,322.6679992675781
64,1,7,1033.985107421875,625.8705444335938
64,1,8,991.4766845703125,377.082763671875
64,1,9,911.9961547851562,601.0072631835938
64,1,10,902.6365966796875,457.20269775390625
64,1,11,1364.1910400390625,475.843994140625
64,1,12,1326.19384765625,353.7402648925781
64,1,13,1211.945068359375,578.0690307617188
64,1,14,1192.9661865234375,413.5551452636719
64,1,15,0.0,0.0
64,1,16,0.0,0.0
65,0,0,0.0,0.0
65,0,1,0.0,0.0
65,0,2,0.0,0.0
65,0,3,0.0,0.0
65,0,4,0.0,0.0
65,0,5,1136.9949951171875,563.6527099609375
65,0,6,1093.04541015625,324.99139404296875
65,0,7,1033.4666748046875,624.5361938476562
65,0,8,985.3265380859375,379.43206787109375
65,0,9,910.7445068359375,602.6984252929688
65,0,10,896.6328125,454.5264892578125
65,0,11,1368.342041015625,471.6634521484375
65,0,12,1326.043212890625,351.9737548828125
65,0,13,1213.438232421875,581.9893798828125
65,0,14,1192.0008544921875,420.26531982421875
65,0,15,0.0,0.0
65,0,16,0.0,0.0
65,1,0,0.0,0.0
65,1,1,0.0,0.0
65,1,2,0.0,0.0
65,1,3,0.0,0.0
65,1,4,0.0,0.0
65,1,5,517.3170776367188,379.31610107421875
65,1,6,496.26873779296875,576.2997436523438
65,1,7,585.7650756835938,424.57501220703125
65,1,8,601.1827392578125,645.694580078125
65,1,9,693.05810546875,445.23492431640625
65,1,10,698.7996826171875,547.576416015625
65,1,11,365.02166748046875,416.62225341796875
65,1,12,350.23681640625,520.158203125
65,1,13,0.0,0.0
65,1,14,0.0,0.0
65,1,15,0.0,0.0
65,1,16,0.0,0.0
66,0,0,0.0,0.0
66,0,1,0.0,0.0
66,0,2,0.0,0.0
66,0,3,0.0,0.0
66,0,4,0.0,0.0
66,0,5,494.91204833984375,380.4853820800781
66,0,6,499.4790344238281,591.2081298828125
66,0,7,570.56787109375,425.20587158203125
66,0,8,606.2760009765625,646.095458984375
66,0,9,689.5314331054688,446.5020751953125
66,0,10,708.4635009765625,542.7418823242188
66,0,11,353.3665771484375,423.5455322265625
66,0,12,353.3443908691406,536.1303100585938
66,0,13,0.0,0.0
66,0,14,0.0,0.0
66,0,15,0.0,0.0
66,0,16,0.0,0.0
66,1,0,0.0,0.0
66,1,1,0.0,0.0
66,1,2,0.0,0.0
66,1,3,0.0,0.0
66,1,4,0.0,0.0
66,1,5,1131.423583984375,571.08349609375
66,1,6,1093.8890380859375,326.125732421875
66,1,7,1028.978271484375,630.3372192382812
66,1,8,978.0250244140625,376.63421630859375
66,1,9,907.3590087890625,602.2872314453125
66,1,10,890.5694580078125,452.3308410644531
66,1,11,1369.254150390625,478.7373962402344
66,1,12,1330.881103515625,355.2439270019531
66,1,13,1213.481201171875,584.3612060546875
66,1,14,1193.667724609375,416.0093078613281
66,1,15,0.0,0.0
66,1,16,0.0,0.0
67,0,0,0.0,0.0
67,0,1,0.0,0.0
67,0,2,0.0,0.0
67,0,3,0.0,0.0
67,0,4,0.0,0.0
67,0,5,500.7827453613281,381.41864013671875
67,0,6,494.21588134765625,594.962646484375
67,0,7,583.8464965820312,417.2774658203125
67,0,8,604.6658935546875,643.3909912109375
67,0,9,691.3339233398438,443.0737609863281
67,0,10,711.9437255859375,541.72021484375
67,0,11,363.2834777832031,414.8293762207031
67,0,12,355.4793701171875,529.7117919921875
67,0,13,0.0,0.0
67,0,14,0.0,0.0
67,0,15,0.0,0.0
67,0,16,0.0,0.0
67,1,0,0.0,0.0
67,1,1,0.0,0.0
67,1,2,0.0,0.0
67,1,3,0.0,0.0
67,1,4,0.0,0.0
67,1,5,1128.954833984375,574.4168701171875
67,1,6,1092.3204345703125,328.1343078613281
67,1,7,1023.4014892578125,631.6202392578125
67,1,8,979.9075927734375,375.86981201171875
67,1,9,905.075927734375,600.1294555664062
67,1,10,892.611328125,449.7158203125
67,1,11,1370.785888671875,482.6311340332031
67,1,12,1332.4520263671875,358.2169189453125
67,1,13,1212.729248046875,589.6298217773438
67,1,14,1191.53662109375,421.85394287109375
67,1,15,0.0,0.0
67,1,16,0.0,0.0
68,0,0,0.0,0.0
68,0,1,0.0,0.0
68,0,2,0.0,0.0
68,0,3,0.0,0.0
68,0,4,0.0,0.0
68,0,5,487.23980712890625,381.19378662109375
68,0,6,502.5142822265625,599.638671875
68,0,7,571.5122680664062,421.013916015625
68,0,8,609.61474609375,648.12939453125
68,0,9,688.6107177734375,444.8528137207031
68,0,10,713.8917846679688,539.850341796875
68,0,11,365.2579040527344,427.49810791015625
68,0,12,371.8691101074219,546.934814453125
68,0,13,0.0,0.0
68,0,14,0.0,0.0
68,0,15,0.0,0.0
68,0,16,0.0,0.0
68,1,0,0.0,0.0
68,1,1,0.0,0.0
68,1,2,0.0,0.0
68,1,3,0.0,0.0
68,1,4,0.0,0.0
68,1,5,1132.2100830078125,573.4459838867188
68,1,6,1091.8900146484375,329.4009704589844
68,1,7,1024.03759765625,631.5345458984375
68,1,8,983.219970703125,380.01519775390625
68,1,9,906.193603515625,600.2686767578125
68,1,10,895.14111328125,450.08416748046875
68,1,11,1371.57421875,478.428466796875
68,1,12,1329.7374267578125,354.92852783203125
68,1,13,1215.485107421875,586.8092041015625
68,1,14,1187.9395751953125,418.6181945800781
68,1,15,0.0,0.0
68,1,16,0.0,0.0
69,0,0,0.0,0.0
69,0,1,0.0,0.0
69,0,2,0.0,0.0
69,0,3,0.0,0.0
69,0,4,0.0,0.0
69,0,5,1129.1363525390625,578.7921142578125
69,0,6,1092.773681640625,334.17095947265625
69,0,7,1021.1910400390625,632.6883544921875
69,0,8,987.6629638671875,386.18951416015625
69,0,9,906.274169921875,596.4270629882812
69,0,10,895.046875,454.79107666015625
69,0,11,1371.8436279296875,484.9496154785156
69,0,12,1333.20751953125,361.0445251464844
69,0,13,1212.94921875,594.006591796875
69,0,14,1193.4324951171875,422.97137451171875
69,0,15,0.0,0.0
69,0,16,0.0,0.0
69,1,0,0.0,0.0
69,1,1,0.0,0.0
69,1,2,0.0,0.0
69,1,3,0.0,0.0
69,1,4,0.0,0.0
69,1,5,483.3844299316406,386.81103515625
69,1,6,503.39202880859375,603.8905029296875
69,1,7,569.4432983398438,423.0255126953125
69,1,8,617.0263061523438,647.59619140625
69,1,9,689.6236572265625,448.54827880859375
69,1,10,713.33935546875,539.3696899414062
69,1,11,369.8216552734375,430.3856201171875
69,1,12,379.3039855957031,548.6455078125
69,1,13,0.0,0.0
69,1,14,0.0,0.0
69,1,15,0.0,0.0
69,1,16,0.0,0.0
70,0,0,0.0,0.0
70,0,1,0.0,0.0
70,0,2,0.0,0.0
70,0,3,0.0,0.0
70,0,4,0.0,0.0
70,0,5,1130.17626953125,574.2190551757812
70,0,6,1085.76806640625,337.0101013183594
70,0,7,1024.6895751953125,630.9702758789062
70,0,8,979.3160400390625,392.11065673828125
70,0,9,903.6268310546875,591.9542236328125
70,0,10,897.3580322265625,457.51885986328125
70,0,11,1372.129638671875,477.672119140625
70,0,12,1329.1419677734375,357.6199035644531
70,0,13,1216.4189453125,596.46826171875
70,0,14,1198.9290771484375,429.3197021484375
70,0,15,0.0,0.0
70,0,16,0.0,0.0
70,1,0,0.0,0.0
70,1,1,0.0,0.0
70,1,2,0.0,0.0
70,1,3,0.0,0.0
70,1,4,0.0,0.0
70,1,5,495.32257080078125,387.5279846191406
70,1,6,499.60833740234375,605.8522338867188
70,1,7,584.9783325195312,416.79156494140625
70,1,8,611.8302612304688,645.874267578125
70,1,9,694.0347290039062,442.80670166015625
70,1,10,709.5475463867188,540.80517578125
70,1,11,386.34588623046875,419.5763854980469
70,1,12,385.7674255371094,538.156005859375
70,1,13,0.0,0.0
70,1,14,0.0,0.0
70,1,15,0.0,0.0
70,1,16,0.0,0.0
71,0,0,0.0,0.0
71,0,1,0.0,0.0
71,0,2,0.0,0.0
71,0,3,0.0,0.0
71,0,4,0.0,0.0
71,0,5,1130.3104248046875,573.36279296875
71,0,6,1083.363525390625,338.8157043457031
71,0,7,1026.3455810546875,630.5732421875
71,0,8,978.12841796875,393.1172790527344
71,0,9,902.961181640625,590.2318725585938
71,0,10,896.249267578125,457.73004150390625
71,0,11,1370.8193359375,474.3765563964844
71,0,12,1326.646728515625,355.60089111328125
71,0,13,1217.266357421875,594.0498046875
71,0,14,1201.5518798828125,428.83319091796875
71,0,15,0.0,0.0
71,0,16,0.0,0.0
71,1,0,0.0,0.0
71,1,1,0.0,0.0
71,1,2,0.0,0.0
71,1,3,0.0,0.0
71,1,4,0.0,0.0
71,1,5,501.1156005859375,387.2522277832031
71,1,6,495.3055114746094,603.595947265625
71,1,7,587.0707397460938,414.06097412109375
71,1,8,607.7763061523438,645.798828125
71,1,9,693.3084716796875,444.83831787109375
71,1,10,707.501708984375,541.630615234375
71,1,11,390.0355224609375,417.8896484375
71,1,12,382.5863037109375,535.7379760742188
71,1,13,0.0,0.0
71,1,14,0.0,0.0
71,1,15,0.0,0.0
71,1,16,0.0,0.0
72,0,0,0.0,0.0
72,0,1,0.0,0.0
72,0,2,0.0,0.0
72,0,3,0.0,0.0
72,0,4,0.0,0.0
72,0,5,1126.692138671875,573.7874755859375
72,0,6,1079.9503173828125,338.52740478515625
72,0,7,1023.9076538085938,631.7308959960938
