frame,person,keypoint,x,y
0,0,0,0.0,0.0
0,0,1,0.0,0.0
0,0,2,0.0,0.0
0,0,3,0.0,0.0
0,0,4,0.0,0.0
0,0,5,1278.77587890625,254.98046875
0,0,6,1118.7291259765625,99.7027816772461
0,0,7,1179.0439453125,348.86468505859375
0,0,8,1009.1303100585938,114.2761459350586
0,0,9,1063.365966796875,396.36785888671875
0,0,10,994.2655029296875,246.85121154785156
0,0,11,1267.195068359375,243.02374267578125
0,0,12,1166.8447265625,156.88690185546875
0,0,13,1133.7322998046875,457.82122802734375
0,0,14,1062.402587890625,302.38458251953125
0,0,15,1112.423583984375,392.8724365234375
0,0,16,1093.0321044921875,329.505126953125
0,1,0,0.0,0.0
0,1,1,0.0,0.0
0,1,2,0.0,0.0
0,1,3,0.0,0.0
0,1,4,0.0,0.0
0,1,5,673.8653564453125,418.85162353515625
0,1,6,671.7056274414062,592.0972900390625
0,1,7,727.3876342773438,376.75555419921875
0,1,8,697.8001708984375,636.5645751953125
0,1,9,809.4578857421875,412.79351806640625
0,1,10,776.5072021484375,608.876708984375
0,1,11,671.6700439453125,462.29046630859375
0,1,12,673.2457275390625,567.6362915039062
0,1,13,799.9887084960938,394.9179382324219
0,1,14,817.1263427734375,583.4053344726562
0,1,15,0.0,0.0
0,1,16,0.0,0.0
1,0,0,0.0,0.0
1,0,1,0.0,0.0
1,0,2,0.0,0.0
1,0,3,0.0,0.0
1,0,4,0.0,0.0
1,0,5,1280.8077392578125,253.16119384765625
1,0,6,1120.602783203125,97.66561889648438
1,0,7,1178.1993408203125,347.4844055175781
1,0,8,1011.417724609375,113.13956451416016
1,0,9,1062.2479248046875,394.17333984375
1,0,10,991.8634643554688,250.13694763183594
1,0,11,1264.1712646484375,242.00267028808594
1,0,12,1162.732666015625,152.83236694335938
1,0,13,1119.7860107421875,460.9653625488281
1,0,14,1050.1416015625,289.46478271484375
1,0,15,1116.9249267578125,389.600830078125
1,0,16,1076.8277587890625,312.3273010253906
1,1,0,0.0,0.0
1,1,1,0.0,0.0
1,1,2,0.0,0.0
1,1,3,0.0,0.0
1,1,4,0.0,0.0
1,1,5,665.9724731445312,426.45361328125
1,1,6,675.5606689453125,604.945068359375
1,1,7,720.673095703125,381.7933044433594
1,1,8,701.8494262695312,649.205078125
1,1,9,808.9354248046875,402.28314208984375
1,1,10,769.9844970703125,615.3557739257812
1,1,11,661.1287841796875,465.91357421875
1,1,12,669.1826782226562,571.5272827148438
1,1,13,789.0367431640625,389.40997314453125
1,1,14,806.6336669921875,566.438720703125
1,1,15,0.0,0.0
1,1,16,0.0,0.0
2,0,0,0.0,0.0
2,0,1,0.0,0.0
2,0,2,0.0,0.0
2,0,3,0.0,0.0
2,0,4,0.0,0.0
2,0,5,1280.6082763671875,251.67422485351562
2,0,6,1120.563232421875,103.597412109375
2,0,7,1183.857666015625,341.3818359375
2,0,8,1016.150390625,116.8561019897461
2,0,9,1063.3929443359375,387.09405517578125
2,0,10,983.848876953125,250.88259887695312
2,0,11,1263.657958984375,247.17587280273438
2,0,12,1162.3424072265625,162.2072296142578
2,0,13,1116.10595703125,462.3919372558594
2,0,14,1054.17431640625,303.5432434082031
2,0,15,1129.244873046875,382.09844970703125
2,0,16,1078.2569580078125,300.3543395996094
2,1,0,0.0,0.0
2,1,1,0.0,0.0
2,1,2,0.0,0.0
2,1,3,0.0,0.0
2,1,4,768.047607421875,572.1792602539062
2,1,5,659.3021240234375,423.3095703125
2,1,6,706.041259765625,628.3423461914062
2,1,7,709.6495361328125,380.8375244140625
2,1,8,744.838623046875,663.8094482421875
2,1,9,799.6494140625,380.23260498046875
2,1,10,789.6717529296875,615.9137573242188
2,1,11,644.4721069335938,484.9226989746094
2,1,12,673.3465576171875,600.5452880859375
2,1,13,0.0,0.0
